concepts,class
de allocation,Time Complexity / Space Complexity/ Exception
memory leak,Time Complexity / Space Complexity/ Exception
garbage collection,Time Complexity / Space Complexity/ Exception
default initialisation,Time Complexity / Space Complexity/ Exception
dangling pointers,Time Complexity / Space Complexity/ Exception
object destruction,Time Complexity / Space Complexity/ Exception
object construction,Time Complexity / Space Complexity/ Exception
dynamic allocation,Time Complexity / Space Complexity/ Exception
static allocation,Time Complexity / Space Complexity/ Exception
smart pointer,Time Complexity / Space Complexity/ Exception
contiguous allocation,Time Complexity / Space Complexity/ Exception
non contiguous,Time Complexity / Space Complexity/ Exception
uninitialised,Time Complexity / Space Complexity/ Exception
virtual address,Time Complexity / Space Complexity/ Exception
physical address,Time Complexity / Space Complexity/ Exception
logical address,Time Complexity / Space Complexity/ Exception
memory pool,Time Complexity / Space Complexity/ Exception
malloc,Time Complexity / Space Complexity/ Exception
calloc,Time Complexity / Space Complexity/ Exception
memory resizing,Time Complexity / Space Complexity/ Exception
realloc,Time Complexity / Space Complexity/ Exception
resizing memory,Time Complexity / Space Complexity/ Exception
void pointer,Time Complexity / Space Complexity/ Exception
type conversion,Time Complexity / Space Complexity/ Exception
implicit typecasting,Time Complexity / Space Complexity/ Exception
type coercion,Time Complexity / Space Complexity/ Exception
wild pointer,Time Complexity / Space Complexity/ Exception
heap,Time Complexity / Space Complexity/ Exception
stack,Time Complexity / Space Complexity/ Exception
memory debugger,Time Complexity / Space Complexity/ Exception
debugger,Time Complexity / Space Complexity/ Exception
memory protection,Time Complexity / Space Complexity/ Exception
page size,Time Complexity / Space Complexity/ Exception
abnormal termination,Time Complexity / Space Complexity/ Exception
segmentation fault,Time Complexity / Space Complexity/ Exception
storage violation,Time Complexity / Space Complexity/ Exception
malware,Time Complexity / Space Complexity/ Exception
bugs,Time Complexity / Space Complexity/ Exception
virtual memory,Time Complexity / Space Complexity/ Exception
physical memory,Time Complexity / Space Complexity/ Exception
page table,Time Complexity / Space Complexity/ Exception
interrupt,Time Complexity / Space Complexity/ Exception
simulation,Time Complexity / Space Complexity/ Exception
instruction set,Time Complexity / Space Complexity/ Exception
static tainting,Time Complexity / Space Complexity/ Exception
dynamic tainting,Time Complexity / Space Complexity/ Exception
weak typing,Time Complexity / Space Complexity/ Exception
strong typing,Time Complexity / Space Complexity/ Exception
downcast,Time Complexity / Space Complexity/ Exception
upcast,Time Complexity / Space Complexity/ Exception
privileged instructions,Time Complexity / Space Complexity/ Exception
delete,Time Complexity / Space Complexity/ Exception
byte,Time Complexity / Space Complexity/ Exception
contiguo,Time Complexity / Space Complexity/ Exception
garbag,Time Complexity / Space Complexity/ Exception
alloc,Time Complexity / Space Complexity/ Exception
make,Time Complexity / Space Complexity/ Exception
memori,Time Complexity / Space Complexity/ Exception
contigu,Time Complexity / Space Complexity/ Exception
storag,Time Complexity / Space Complexity/ Exception
initialis,Time Complexity / Space Complexity/ Exception
declar,Time Complexity / Space Complexity/ Exception
usag,Time Complexity / Space Complexity/ Exception
initi,Time Complexity / Space Complexity/ Exception
tri,Time Complexity / Space Complexity/ Exception
handl,Time Complexity / Space Complexity/ Exception
exception handl,Time Complexity / Space Complexity/ Exception
permission deni,Time Complexity / Space Complexity/ Exception
throw,Time Complexity / Space Complexity/ Exception
catch al,Time Complexity / Space Complexity/ Exception
error numb,Time Complexity / Space Complexity/ Exception
termin,Time Complexity / Space Complexity/ Exception
default except,Time Complexity / Space Complexity/ Exception
pre alloc,Time Complexity / Space Complexity/ Exception
shrink,Time Complexity / Space Complexity/ Exception
de alloc,Time Complexity / Space Complexity/ Exception
garbage collect,Time Complexity / Space Complexity/ Exception
default initialis,Time Complexity / Space Complexity/ Exception
dangling point,Time Complexity / Space Complexity/ Exception
object destruct,Time Complexity / Space Complexity/ Exception
object construct,Time Complexity / Space Complexity/ Exception
dynamic alloc,Time Complexity / Space Complexity/ Exception
static alloc,Time Complexity / Space Complexity/ Exception
smart point,Time Complexity / Space Complexity/ Exception
contiguous alloc,Time Complexity / Space Complexity/ Exception
non contigu,Time Complexity / Space Complexity/ Exception
uninitialis,Time Complexity / Space Complexity/ Exception
memory res,Time Complexity / Space Complexity/ Exception
resizing memori,Time Complexity / Space Complexity/ Exception
void point,Time Complexity / Space Complexity/ Exception
type convers,Time Complexity / Space Complexity/ Exception
implicit typecast,Time Complexity / Space Complexity/ Exception
wild point,Time Complexity / Space Complexity/ Exception
memory debugg,Time Complexity / Space Complexity/ Exception
debugg,Time Complexity / Space Complexity/ Exception
memory protect,Time Complexity / Space Complexity/ Exception
page s,Time Complexity / Space Complexity/ Exception
abnormal termin,Time Complexity / Space Complexity/ Exception
storage viol,Time Complexity / Space Complexity/ Exception
malwar,Time Complexity / Space Complexity/ Exception
bug,Time Complexity / Space Complexity/ Exception
virtual memori,Time Complexity / Space Complexity/ Exception
physical memori,Time Complexity / Space Complexity/ Exception
page t,Time Complexity / Space Complexity/ Exception
simul,Time Complexity / Space Complexity/ Exception
static taint,Time Complexity / Space Complexity/ Exception
dynamic taint,Time Complexity / Space Complexity/ Exception
weak typ,Time Complexity / Space Complexity/ Exception
strong typ,Time Complexity / Space Complexity/ Exception
privileged instruct,Time Complexity / Space Complexity/ Exception
delet,Time Complexity / Space Complexity/ Exception
pointers,Time Complexity / Space Complexity/ Exception
null pointers,Time Complexity / Space Complexity/ Exception
indirection,Time Complexity / Space Complexity/ Exception
near pointer,Time Complexity / Space Complexity/ Exception
far pointer,Time Complexity / Space Complexity/ Exception
huge pointer,Time Complexity / Space Complexity/ Exception
dereferenced,Time Complexity / Space Complexity/ Exception
derefencing,Time Complexity / Space Complexity/ Exception
uninitialised pointer,Time Complexity / Space Complexity/ Exception
function pointer,Time Complexity / Space Complexity/ Exception
double pointer,Time Complexity / Space Complexity/ Exception
memory address,Time Complexity / Space Complexity/ Exception
address assignment,Time Complexity / Space Complexity/ Exception
uninitialised data,Time Complexity / Space Complexity/ Exception
data pointers,Time Complexity / Space Complexity/ Exception
global scope,Time Complexity / Space Complexity/ Exception
block scope,Time Complexity / Space Complexity/ Exception
re allocation,Time Complexity / Space Complexity/ Exception
signals,Time Complexity / Space Complexity/ Exception
signal handler,Time Complexity / Space Complexity/ Exception
termination,Time Complexity / Space Complexity/ Exception
failure,Time Complexity / Space Complexity/ Exception
exception handling,Time Complexity / Space Complexity/ Exception
catch exception,Time Complexity / Space Complexity/ Exception
error stream,Time Complexity / Space Complexity/ Exception
null point,Time Complexity / Space Complexity/ Exception
indirect,Time Complexity / Space Complexity/ Exception
near point,Time Complexity / Space Complexity/ Exception
far point,Time Complexity / Space Complexity/ Exception
huge point,Time Complexity / Space Complexity/ Exception
dereferenc,Time Complexity / Space Complexity/ Exception
derefenc,Time Complexity / Space Complexity/ Exception
uninitialised point,Time Complexity / Space Complexity/ Exception
function point,Time Complexity / Space Complexity/ Exception
double point,Time Complexity / Space Complexity/ Exception
address assign,Time Complexity / Space Complexity/ Exception
data point,Time Complexity / Space Complexity/ Exception
global scop,Time Complexity / Space Complexity/ Exception
block scop,Time Complexity / Space Complexity/ Exception
re alloc,Time Complexity / Space Complexity/ Exception
signal,Time Complexity / Space Complexity/ Exception
signal handl,Time Complexity / Space Complexity/ Exception
failur,Time Complexity / Space Complexity/ Exception
catch except,Time Complexity / Space Complexity/ Exception
time,Time Complexity / Space Complexity/ Exception
Complexity,Time Complexity / Space Complexity/ Exception
Big O,Time Complexity / Space Complexity/ Exception
Theta,Time Complexity / Space Complexity/ Exception
asymptotic,Time Complexity / Space Complexity/ Exception
O(...,Time Complexity / Space Complexity/ Exception
omega,Time Complexity / Space Complexity/ Exception
big omega,Time Complexity / Space Complexity/ Exception
little omega,Time Complexity / Space Complexity/ Exception
little O,Time Complexity / Space Complexity/ Exception
complex,Time Complexity / Space Complexity/ Exception
asymptot,Time Complexity / Space Complexity/ Exception
growth functions,Time Complexity / Space Complexity/ Exception
aymptotic analysis,Time Complexity / Space Complexity/ Exception
Asymptotic Growth,Time Complexity / Space Complexity/ Exception
upper bound,Time Complexity / Space Complexity/ Exception
lower bound,Time Complexity / Space Complexity/ Exception
Big omega,Time Complexity / Space Complexity/ Exception
tight bound,Time Complexity / Space Complexity/ Exception
Big theta,Time Complexity / Space Complexity/ Exception
substitution method,Time Complexity / Space Complexity/ Exception
mathematical induction,Time Complexity / Space Complexity/ Exception
solving recurrences,Time Complexity / Space Complexity/ Exception
master theorem,Time Complexity / Space Complexity/ Exception
recurrence relation,Time Complexity / Space Complexity/ Exception
recurrence tree,Time Complexity / Space Complexity/ Exception
amortised analysis,Time Complexity / Space Complexity/ Exception
Little Oh,Time Complexity / Space Complexity/ Exception
Little Omega,Time Complexity / Space Complexity/ Exception
Big Oh,Time Complexity / Space Complexity/ Exception
Space Complexity,Time Complexity / Space Complexity/ Exception
time complexity,Time Complexity / Space Complexity/ Exception
Instruction Space,Time Complexity / Space Complexity/ Exception
Environmental Stack,Time Complexity / Space Complexity/ Exception
time bounded,Time Complexity / Space Complexity/ Exception
space bounded,Time Complexity / Space Complexity/ Exception
asymptotic notation,Time Complexity / Space Complexity/ Exception
